Inventory ID,Inventory ID,Description,Item Status,Stock Item,Vendor MOQ,Stock Status,Item Class,Item Class Description,Range,Type,Is a Kit,Valuation Method,Tax Category,Posting Class,Default Warehouse,Default Issue From,Default Receipt To,HS Code,Commodity Code,Base Unit,Sales Unit,Purchase Unit,M/F Code,NQ Type,Product Function,Product Function Description,Country of Origin,Client ID,Client Name,Launch Date,Price Class,Duty,Shipping,Packaging,Vendor Lead Time (Days),Prod. Lead Time (Days),Weight UOM,Volume UOM,Weight per Item Assembled,Weight per Master Carton,Weight per Inner Carton,Volume per Item Assembled,Volume per Master Carton,Volume per Inner Carton,Length per Item Assembled,Length per Master Carton,Length per Inner Carton,Width per Item Assembled,Width per Master Carton,Width per Inner Carton,Height per Item Assembled,Height per Master Carton,Height per Inner Carton,Weight (lb) per Item Assembled,Weight (lb) per Master Carton,Weight (lb) per Inner Carton,Volume (CFT) per Item,Volume (CFT) per Carton,Volume (CFT) per Shipper,Volume (CFT) per Pallet,Length (in) per Item,Length (in) per Carton,Length (in) per Shipper,Width (in) per Item,Width (in) per Carton,Width (in) per Shipper,Height (in) per Item,Height (in) per Carton,Height (in) per Shipper,Qty of Items per Master Carton,Qty of Items per Inner Carton,Qty of Master Cartons per Pallet,WH Carton Dims Received,Inventory Account,WH Item Dims Received,Master Packaging Weight (g),Inner Packaging Weight (g),Barcode,Season
"13,104",NQ BOX 5,Various Leather Items 3,No Purchases,True,1.00,U-UDEV,S-IN-WH-***,Internal : Warehouse,,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,0000,0000,EA,EA,EA,,Component,CST,Container - Storage,United Kingdom,C00001,Craster Ltd - Suspense,19/06/2023,,0.00,0.00,0.00,8,1,G,CBM,1.000000,1.00,0.00,0.000000,0.000000,0.000000,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.04,0.04,0.00,0.04,0.04,0.00,0.04,0.04,0.00,1.00,1.00,0.00,False,1000,False,,,5056843413366,
"13,105",NQ BOX 6,Assorted NQ Items,No Purchases,True,1.00,U-UDEV,S-IN-WH-***,Internal : Warehouse,,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,0000,0000,EA,EA,EA,,Component,CST,Container - Storage,United Kingdom,C00001,Craster Ltd - Suspense,19/06/2023,,0.00,0.00,0.00,8,1,G,CBM,1.000000,1.00,0.00,0.000000,0.000000,0.000000,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.04,0.04,0.00,0.04,0.04,0.00,0.04,0.04,0.00,1.00,1.00,0.00,False,1000,False,,,5056843413373,
"10,052",NQ1068_A,The Wave Tray - STEADYGRIP Range - Westfield,Active,True,"1,000.00",D-Customer-Non-Stocked,S-PS-FC-WAV,Public Spaces : Food Court : Wave,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,7323930090,7323930090,EA,EA,EA,NQ1068_A_20140304_V1,NQ - Re Buy,TSV,Tray - Service,China,C04431,Westfield,,NQP,0.60,0.46,0.00,8,84,G,CBM,895.000000,"9,425.00",0.00,0.000000,0.035520,0.000000,325.00,480.00,0.00,458.00,200.00,0.00,23.00,370.00,0.00,1.97,20.78,0.00,0.000000,1.254378,0.000000,0.000000,12.80,18.90,0.00,18.03,7.87,0.00,0.91,14.57,0.00,10.00,10.00,0.00,False,1000,False,,,5056843413397,
"8,897",NQ1145_A,Lotion dispenser-Walnut-Matt Lacquer-Natural - Laser Engraved,Active,True,300.00,D-Customer-Non-Stocked,S-HK-AP-WLA,Housekeeping : Amenities Presentation : Walnut Amenities,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1145_A_S1_20240724_R1,NQ - Re Buy,DBA,Dispenser - Bathroom,China,C06426,St Ermin's Hotel London,02/01/2000,NQP,0.00,0.22,0.00,8,56,G,CBM,225.000000,"8,115.00",0.00,0.000882,0.052675,0.000000,70.00,350.00,0.00,70.00,350.00,0.00,180.00,430.00,0.00,0.50,17.89,0.00,0.031148,1.860202,0.000000,0.000000,2.76,13.78,0.00,2.76,13.78,0.00,7.09,16.93,0.00,32.00,32.00,0.00,False,1000,False,,,5056843413410,
"10,469",NQ1145_B,Soap dispenser-Walnut-Matt Lacquer-Natural - Laser Engraved,Active,True,300.00,D-Customer-Non-Stocked,S-HK-AP-WLA,Housekeeping : Amenities Presentation : Walnut Amenities,NQ Portfolio,Finished Good,True,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1145_B_S1_20240724_R1,NQ - Re Buy,DBA,Dispenser - Bathroom,China,C06426,St Ermin's Hotel London,03/01/2000,NQP,0.00,0.19,0.00,8,56,G,CBM,255.000000,"13,065.00",0.00,0.000882,0.070560,0.000000,70.00,420.00,0.00,70.00,420.00,0.00,180.00,400.00,0.00,0.56,28.80,0.00,0.031148,2.491805,0.000000,0.000000,2.76,16.54,0.00,2.76,16.54,0.00,7.09,15.75,0.00,50.00,50.00,0.00,False,1000,False,,,5056843413427,
"13,442",NQ1145_C,Cotton Holder - Walnut,Active,True,300.00,D-Customer-Non-Stocked,S-HK-AP-WLA,Housekeeping : Amenities Presentation : Walnut Amenities,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1145_CS1_20240724_R1,NQ - Re Buy,CAM,Container - Amenities,China,C06426,St Ermin's Hotel London,26/07/2024,NQP,0.00,0.09,0.00,8,56,G,CBM,153.000000,153.00,0.00,0.000637,0.000637,0.000000,70.00,70.00,0.00,70.00,70.00,0.00,130.00,130.00,0.00,0.34,0.34,0.00,0.022495,0.022495,0.000000,0.000000,2.76,2.76,0.00,2.76,2.76,0.00,5.12,5.12,0.00,1.00,0.00,0.00,False,1000,False,,,5056843413434,
"10,100",NQ1229_M,Buffet table top (800s)-Square-Toughened Glass-Polished-Clear with stainless steel edging,Active,True,,O-Obsolete,S-CE-ET-RIS,Conference & Events : Events Tables : Rise,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,9403999090,9403999090,EA,EA,EA,NQ1229_M_20150908_DRAFT_V3,NQ - One Off,TTP,Table - Top,Czech Republic,C19158,InterContinental London - The O2,,0NQ,0.00,0.00,0.00,,,G,CBM,"19,070.000000","19,070.00",0.00,0.016000,0.016000,0.000000,800.00,800.00,0.00,800.00,800.00,0.00,25.00,25.00,0.00,42.04,42.04,0.00,0.570000,0.565035,0.000000,0.000000,31.50,31.50,0.00,31.50,31.50,0.00,31.50,0.98,0.00,0.00,0.00,0.00,False,1000,False,,,5056843413465,
"8,712",NQ1252_B,Carving Board - CS - Oak - Oiled,No Purchases,True,50.00,O-Obsolete,S-FB-TT-NCN,Food & Beverage : Tabletop : NQ - Conran,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1252_B_20150729_DRAFT_V2,NQ - Re Buy,BOA,Board,Czech Republic,C01972,The Conran Shop,29/07/2015,NQP,0.00,90.20,0.00,8,56,G,CBM,"1,380.000000","1,380.00",0.00,0.004188,0.048128,0.000000,564.00,575.00,,297.00,310.00,,25.00,270.00,,3.04,3.04,0.00,0.147898,1.699626,0.000000,0.000000,22.20,22.64,,11.69,12.20,,0.98,10.63,,10.00,,0.00,True,1000,False,880.00,,5056843413472,
"8,714",NQ1261C,Butler Tray - Medium-Walnut-Gloss Lacquer-Natural,No Purchases,True,0.00,O-Obsolete,S-FB-ID-SRV,Food & Beverage : In-Room Dining : Service,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1261C,NQ - One Off,TSV,Tray - Service,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,985.000000,"6,560.00",0.00,0.010323,0.051490,0.000000,478.00,530.00,0.00,313.00,290.00,0.00,69.00,335.00,0.00,2.17,14.46,0.00,0.360000,1.818354,0.000000,0.000000,18.82,20.87,0.00,12.32,11.42,0.00,12.32,13.19,0.00,6.00,0.00,0.00,False,1000,False,,,5056843413489,
"10,112",NQ1280_F,Laundry Tray - Faux Leather - Grey SN433 # 29/70,Active,True,50.00,D-Customer-Non-Stocked,S-HK-AP-***,Housekeeping : Amenities Presentation,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,3926909790,3926909790,EA,EA,EA,NQ1280_F_20151016_DraftV1,NQ - Re Buy,TAM,Tray - Amenities,Thailand,C00216,Hyatt Regency London The Churchill,,0NQ,1.37,0.00,0.00,8,56,G,CBM,"1,200.000000","1,200.00",0.00,0.005796,0.005796,0.000000,420.00,420.00,0.00,345.00,345.00,0.00,40.00,40.00,0.00,2.65,2.65,0.00,0.200000,0.204684,0.000000,0.000000,16.54,16.54,0.00,13.58,13.58,0.00,13.58,1.57,0.00,0.00,0.00,0.00,False,1000,False,,,5056843413496,
"8,437",NQ1320_A,Bespoke Tray 2.3 - Oak - Matt Lacquer - Black,No Purchases,True,0.00,O-Obsolete,S-FB-DS-CSC,Food & Beverage : Display : Classic,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1320_A_20160219_DRAFT V3,NQ - Re Buy,TDI,Tray - Display,Czech Republic,C01928,Bunzl UK T/a Continental Chef Supplies,,0NQ,0.00,0.00,0.00,8,65,G,CBM,"2,480.000000","14,880.00",0.00,0.011382,0.065250,0.000000,542.00,580.00,0.00,420.00,250.00,0.00,50.00,450.00,0.00,5.47,32.80,0.00,0.401952,2.304284,0.000000,0.000000,21.34,22.83,0.00,16.54,9.84,0.00,16.54,17.72,0.00,6.00,0.00,0.00,False,1000,False,,,5056843413519,
"8,439",NQ1320_D,Bottle Insert 1.3 - Oak - Matt Lacquer - Black,No Purchases,True,0.00,O-Obsolete,S-FB-DS-CSC,Food & Beverage : Display : Classic,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1320_D_20160217_DRAFT_V5,NQ - Re Buy,TIN,Tray - Insert,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,324.000000,"1,945.00",0.00,0.000486,0.000825,0.000000,243.00,330.00,0.00,200.00,250.00,0.00,10.00,10.00,0.00,0.71,4.29,0.00,0.020000,0.029135,0.000000,0.000000,9.57,12.99,0.00,7.87,9.84,0.00,7.87,0.39,0.00,6.00,0.00,0.00,False,1000,False,,,5056843413533,
"8,440",NQ1320_E,Bottle insert 2.3 - Oak - Matt Lacquer - Black,No Purchases,True,0.00,O-Obsolete,S-FB-DS-CSC,Food & Beverage : Display : Classic,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1320_E_20160217_DRAFT_V5,NQ - Re Buy,TIN,Tray - Insert,Czech Republic,C01928,Bunzl UK T/a Continental Chef Supplies,,0NQ,0.00,0.00,0.00,8,65,G,CBM,790.000000,"4,745.00",0.00,0.000940,0.018018,0.000000,392.00,330.00,0.00,240.00,260.00,0.00,10.00,210.00,0.00,1.74,10.46,0.00,0.033196,0.636300,0.000000,0.000000,15.43,12.99,0.00,9.45,10.24,0.00,9.45,8.27,0.00,6.00,6.00,0.00,False,1000,False,,,5056843413540,
"8,441",NQ1337_C,Juice Box - Beech - walnut/dark brown stain,No Purchases,True,100.00,O-Obsolete,S-FB-BU-NOK,Food & Beverage : Buffet : NQ - Oranka,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,UK,MAIN,MAIN,4419900000,4419900000,EA,EA,EA,NQ1337_C_20151110_DraftV6,NQ - One Off,DJU,Dispenser - Juice,Czech Republic,,,,NQP,0.00,0.00,0.00,8,65,G,CBM,"6,100.000000","6,100.00",0.00,0.025272,0.025272,0.000000,260.00,260.00,0.00,270.00,270.00,0.00,360.00,360.00,0.00,13.45,13.45,0.00,0.890000,0.892473,0.000000,0.000000,10.24,10.24,0.00,10.63,10.63,0.00,10.63,14.17,0.00,0.00,0.00,0.00,False,1000,False,,,5056843413557,
"10,439",NQ1337_D.07,"Juice Box Signage - ""MULTIVITAMIN"" - Oak - Matt lacquer",Active,True,30.00,O-Obsolete,S-FB-BU-NOK,Food & Beverage : Buffet : NQ - Oranka,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1337_D.03_20180816_V4,NQ - Re Buy,DJU,Dispenser - Juice,Slovenia,C19082,Oranka Juice Solutions Ltd,,NQP,0.00,0.22,0.00,8,65,G,CBM,3.000000,3.00,0.00,0.000060,0.000060,0.000000,268.00,268.00,0.00,56.00,56.00,0.00,4.00,4.00,0.00,0.01,0.01,0.00,0.002119,0.002119,0.000000,0.000000,10.55,10.55,0.00,2.20,2.20,0.00,0.16,0.16,0.00,10.00,10.00,0.00,False,1000,False,,,5056843413564,
"10,442",NQ1337_D.13,"Juice Box Signage - ""COCONUT WATER"" - Oak - Matt lacquer",Active,True,30.00,O-Obsolete,S-FB-BU-NOK,Food & Beverage : Buffet : NQ - Oranka,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1337_D.13_20180816_V2,NQ - Re Buy,DJU,Dispenser - Juice,Slovenia,C19082,Oranka Juice Solutions Ltd,,NQP,0.00,0.22,0.00,8,65,G,CBM,3.000000,3.00,0.00,0.000060,0.000060,0.000000,268.00,268.00,0.00,56.00,56.00,0.00,4.00,4.00,0.00,0.01,0.01,0.00,0.002119,0.002119,0.000000,0.000000,10.55,10.55,0.00,2.20,2.20,0.00,0.16,0.16,0.00,10.00,10.00,0.00,False,1000,False,,,5056843413571,
"8,717",NQ1347_A,Carving Board - Oak - Oiled,No Purchases,True,0.00,O-Obsolete,S-FB-TT-SRV,Food & Beverage : Tabletop : Service,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1252_B_20150729_DRAFT_V2,NQ - One Off,BOA,Board,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,0,G,CBM,"1,880.000000","21,160.00",0.00,0.004188,0.062832,0.000000,564.00,680.00,0.00,297.00,330.00,0.00,25.00,280.00,0.00,4.14,46.65,0.00,0.150000,2.218893,0.000000,0.000000,22.20,26.77,0.00,11.69,12.99,0.00,11.69,11.02,0.00,10.00,0.00,0.00,False,1000,False,,,5056843413595,
"8,904",NQ1361_A,Brass Bill holder - Brushed,No Purchases,True,0.00,O-Obsolete,S-FB-TT-NAK,Food & Beverage : Tabletop : NQ - ASK,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,7418109090,7418109090,EA,EA,EA,NQ1361 A_20161031_V2,NQ - Re Buy,MEN,Menu/Condiment Holders,India,C00005,Bidvest Catering Equipment,,NQP,0.00,0.00,0.00,8,10,G,CBM,80.000000,"5,160.00",0.00,0.001283,0.013770,0.000000,108.00,450.00,0.00,108.00,170.00,0.00,110.00,180.00,0.00,0.18,11.38,0.00,0.050000,0.486283,0.000000,0.000000,4.25,17.72,0.00,4.25,6.69,0.00,4.25,7.09,0.00,50.00,50.00,0.00,False,1000,False,,,5056843413625,
"8,905",NQ1365_A,Trolley with folding sides - walnut - quarter cut veneer,Active,True,0.00,O-Obsolete,S-FB-DS-SRV,Food & Beverage : Display : Service,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,8716800000,8716800000,EA,EA,EA,NQ1365_A_20150326_DRAFT_V4,,,,United Kingdom,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,"27,280.000000","27,280.00",0.00,0.498367,0.498367,0.000000,914.00,914.00,0.00,533.00,533.00,0.00,"1,023.00","1,023.00",0.00,60.14,60.14,0.00,17.600000,17.599681,0.000000,0.000000,35.98,35.98,0.00,20.98,20.98,0.00,20.98,40.28,0.00,1.00,0.00,0.00,False,1000,False,,,5056843413632,
"10,149",NQ1455_A,Hair Dryer box  - High Gloss Lacquer - Black,No Purchases,True,200.00,D-Customer-Non-Stocked,S-HK-AP-***,Housekeeping : Amenities Presentation,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,UK,MAIN,MAIN,4420909990,4420909990,EA,EA,EA,NQ1455_A_20160523_Draft V6,NQ - One Off,CST,Container - Storage,Hong Kong,,,,0NQ,0.00,0.00,0.00,8,115,G,CBM,"4,800.000000","4,800.00",0.00,0.011867,0.011867,0.000000,330.00,330.00,0.00,290.00,290.00,0.00,124.00,124.00,0.00,10.58,10.58,0.00,0.420000,0.419080,0.000000,0.000000,12.99,12.99,0.00,11.42,11.42,0.00,11.42,4.88,0.00,0.00,0.00,0.00,False,1000,False,,,,
"8,443",NQ1461_A,1.2 Marble Flow insert for cooling tray - Black,No Purchases,True,0.00,O-Obsolete,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,680291,6802910090,EA,EA,EA,NQ1461_A_20160311_V1,NQ - One Off,INS,Insert,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,"4,445.000000","13,335.00",0.00,0.001550,0.010780,0.000000,310.00,350.00,0.00,250.00,280.00,0.00,20.00,110.00,0.00,9.80,29.40,0.00,0.050000,0.380692,0.000000,0.000000,12.20,13.78,0.00,9.84,11.02,0.00,9.84,4.33,0.00,3.00,0.00,0.00,False,1000,False,,,5056843413656,
"8,444",NQ1461_B,1.2 Marble Flow insert for cooling tray - White,No Purchases,True,0.00,O-Obsolete,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,680291,6802910090,EA,EA,EA,NQ1461_B_20160311_V1,NQ - One Off,INS,Insert,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,"4,125.000000","12,375.00",0.00,0.001550,0.010780,0.000000,310.00,350.00,0.00,250.00,280.00,0.00,20.00,110.00,0.00,9.09,27.28,0.00,0.050000,0.380692,0.000000,0.000000,12.20,13.78,0.00,9.84,11.02,0.00,9.84,4.33,0.00,3.00,0.00,0.00,False,1000,False,,,5056843413663,
"10,158",NQ1474_A,Marketing Stand - Mild Steel - Powder Coated - Umbra GREY RAL7022,No Purchases,True,0.00,D-Customer-Non-Stocked,S-PS-FC-***,Public Spaces : Food Court,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,9403991010,9403991010,EA,EA,EA,NQ1474_A_20160720_DRAFT_V3,NQ - One Off,STA,Stand,Czech Republic,,,,NQP,0.00,0.00,0.00,8,56,G,CBM,"41,735.000000","41,735.00",0.00,0.528064,0.491400,0.000000,840.00,840.00,0.00,439.00,450.00,0.00,"1,432.00","1,300.00",0.00,92.01,92.01,0.00,18.650000,17.353644,0.000000,0.000000,33.07,33.07,0.00,17.28,17.72,0.00,17.28,51.18,0.00,1.00,1.00,0.00,False,1000,False,,,5056843413724,
"8,718",NQ1486_A,Cicchetti Board - Round with handle (11 inches diameter),No Purchases,True,,O-Obsolete,S-FB-TT-CCH,Food & Beverage : Tabletop : Cicchetti,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,tbc,EA,EA,EA,NQ1486_A_20160803_V1,NQ - One Off,BOA,Board,Czech Republic,,,,0NQ,0.00,0.00,0.00,,,G,CBM,910.000000,"8,895.00",0.00,0.002184,0.031119,0.000000,390.00,410.00,0.00,280.00,330.00,0.00,20.00,230.00,0.00,2.01,19.61,0.00,0.080000,1.098958,0.000000,0.000000,15.35,16.14,0.00,11.02,12.99,0.00,11.02,9.06,0.00,10.00,10.00,0.00,False,1000,False,,,5056843413731,
"8,445",NQ1500_C,Five Tier Flow Refine Stand - Walnut - (Including 5x BU_FF011 trays),No Sales,True,0.00,D-Customer-Non-Stocked,S-FB-BU-FLW,Food & Beverage : Buffet : Flow,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,9403609000,9403609000,EA,EA,EA,NQ1500_C_20160413_V1,NQ - One Off,STA,Stand,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,"4,950.000000","5,565.00",0.00,0.335446,0.050895,0.000000,574.00,"1,450.00",0.00,400.00,390.00,0.00,"1,461.00",90.00,0.00,10.91,12.27,0.00,11.850000,1.797342,0.000000,0.000000,22.60,57.09,0.00,15.75,15.35,0.00,15.75,3.54,0.00,1.00,0.00,0.00,False,1000,False,,,,
"8,907",NQ1549_C,Cubed Canape Holder - Walnut,No Purchases,True,0.00,O-Obsolete,S-FB-BU-CAN,Food & Beverage : Buffet : Canape,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1549_C_20170413_V1,NQ - Re Buy,HOL,Holder,Czech Republic,,,,0NQ,0.00,0.00,0.00,8,65,G,CBM,70.000000,"1,995.00",0.00,0.000125,0.006240,0.000000,50.00,300.00,0.00,50.00,260.00,0.00,50.00,80.00,0.00,0.15,4.40,0.00,0.000000,0.220364,0.000000,0.000000,1.97,11.81,0.00,1.97,10.24,0.00,1.97,3.15,0.00,20.00,0.00,0.00,False,1000,False,,,5056843413779,
"10,661",NQ1553_G,Tray Insert for Glasses 2.3,No Purchases,True,,O-Obsolete,S-CO-CO-***,Components,NQ,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,tbc,tbc,EA,EA,EA,tbc,NQ - One Off,TIN,Tray - Insert,United Kingdom,,,,0NQ,0.00,0.00,0.00,,,G,CBM,675.000000,"6,905.00",0.00,0.000000,0.022372,0.000000,0.00,470.00,0.00,0.00,280.00,0.00,0.00,170.00,0.00,1.49,15.22,0.00,0.000000,0.790060,0.000000,0.000000,0.00,18.50,0.00,0.00,11.02,0.00,0.00,6.69,0.00,10.00,10.00,0.00,False,1000,False,,,5056843413793,
"11,673",NQ1556_E,Folding Tray Table Stand Walnut,No Purchases,True,20.00,O-Obsolete,S-FB-ID-***,Food & Beverage : In-Room Dining,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1556_E_in room dining tray + stand_S1_20190819_V1,NQ - One Off,TDI,Tray - Display,Czech Republic,C08936,Marriott International - USA (Head Office),13/12/2019,NQP,0.00,0.00,0.00,8,56,,,"3,160.000000","14,060.00",6.00,0.180000,0.141551,0.123888,400.00,910.00,890.00,600.00,610.00,580.00,749.00,255.00,240.00,6.97,31.00,0.01,6.356646,4.998831,4.375068,0.000000,15.75,35.83,35.04,23.62,24.02,22.83,23.62,10.04,9.45,4.00,0.00,0.00,False,1000,False,,,,
"11,711",NQ1556_F,Folding Tray Table Top Walnut,No Purchases,True,50.00,O-Obsolete,S-FB-ID-***,Food & Beverage : In-Room Dining,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1556_E_S1_20190819_V1,NQ - One Off,TDI,Tray - Display,Czech Republic,C08936,Marriott International - USA (Head Office),13/12/2019,NQP,0.00,0.00,0.00,8,56,G,,"1,960.000000","11,820.00",6.00,0.009600,0.080432,0.072576,400.00,645.00,640.00,600.00,290.00,270.00,40.00,430.00,420.00,4.32,26.06,0.01,0.339021,2.840432,2.563000,0.000000,15.75,25.39,25.20,23.62,11.42,10.63,23.62,16.93,16.54,6.00,0.00,0.00,False,1000,False,,,5056843413861,
"10,472",NQ1561_D,(Use NQ1898_W) Condiment Jar / Glass Jar - Wooden Lid - Metal Knob - SET OF 3,No Purchases,True,300.00,O-Obsolete,S-FB-TT-NHT,Food & Beverage : Tabletop : NQ - Hilton,NQ Portfolio,Finished Good,True,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1561_D_20181015_V4,NQ - One Off,CON,Condiment,China,B28053,Hampton by Hilton Edinburgh Springside,,NQP,0.00,0.00,0.00,8,56,G,CBM,0.000000,0.00,0.00,0.000316,0.000316,0.000000,101.00,101.00,0.00,101.00,101.00,0.00,31.00,31.00,0.00,0.00,0.00,0.00,0.010000,0.011159,0.000000,0.000000,3.98,3.98,0.00,3.98,3.98,0.00,3.98,1.22,0.00,0.00,0.00,0.00,False,1000,False,,,,
"10,862",NQ1561_D.1,(Use NQ1898_W_1) Lid for Condiment Jar - Oak - Matt Lacquer - RAL5012,No Purchases,True,500.00,O-Obsolete,S-FB-TT-NHT,Food & Beverage : Tabletop : NQ - Hilton,NQ Portfolio,Component Part,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,4419900000,4419900000,EA,EA,EA,NQ1561_D_20181015_V4,NQ - Re Buy,CON,Condiment,China,B28053,Hampton by Hilton Edinburgh Springside,,NQP,0.00,0.00,0.00,8,56,,,0.000000,0.00,0.00,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,False,1000,False,,,5056843413892,
"10,473",NQ1561_F,Cereal Dispenser - 3 container,Active,True,1.00,C-Customer-Stocked,S-FB-BU-NHT,Food & Beverage : Buffet : NQ - Hilton,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,3924100090,3924100090,EA,EA,EA,TBC,NQ - Re Buy,CDR,Container - Dry,Israel,C68184,Hilton EMEA,13/12/2022,NQP,12.79,0.00,0.00,8,60,G,CBM,"4,840.000000","5,215.00",0.00,0.087360,0.040572,0.000000,480.00,490.00,0.00,280.00,180.00,0.00,650.00,460.00,0.00,10.67,11.50,0.00,3.085092,1.432788,0.000000,0.000000,18.90,19.29,0.00,11.02,7.09,0.00,25.59,18.11,0.00,1.00,1.00,0.00,False,1000,False,,,5056843413908,
"10,474",NQ1561_G,Cereal Dispenser - 1 container,Active,True,1.00,C-Customer-Stocked,S-FB-BU-NHT,Food & Beverage : Buffet : NQ - Hilton,NQ Portfolio,Finished Good,False,FIFO,STANDARD G,DEFAULT,DACHSER,D-MAIN,D-MAIN,3924100090,3924100090,EA,EA,EA,TBC,NQ - Re Buy,CDR,Container - Dry,Israel,C68184,Hilton EMEA,13/12/2022,NQP,4.96,8.89,0.00,8,30,G,CBM,0.000000,0.00,0.00,0.020925,0.020925,0.000000,310.00,310.00,0.00,150.00,150.00,0.00,450.00,450.00,0.00,0.00,0.00,0.00,0.738960,0.738960,0.000000,0.000000,12.20,12.20,0.00,5.91,5.91,0.00,17.72,17.72,0.00,0.00,0.00,0.00,False,1000,False,,,5056843413915,
